domain,stage,raw_label_or_group,proposed_canonical,score_or_na,verdict,reason,manual_verdict,manual_reason
Software Engineering,no_grouping_found,frontend migration challenges,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,frontend performance monitoring,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,frontend ruby,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,frontend technology stack,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,frontend testing challenges,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,frontend tooling alternatives,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,frontend ui libraries,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,frontend visual effects,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,frontend-backend integration,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,full stack development,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,full stack engineer hiring,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,full text search,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,full-stack engineering evolution,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,full-stack platform deployment,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,gaming performance issues,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,github notifications automation,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,github repo analytics,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,github workflow management,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,gleam language adoption,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,go language kernel development,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,graph database integration,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,graph-native mcp servers,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,graphics programming techniques,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,hardware cooling solutions,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,hardware design,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,hardware grounded code generation,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,hardware management cloud,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,hardware noise issues,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,hardware performance,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,hardware product support,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,headless browser agents,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,headless cms performance,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,headless ecommerce solutions,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,home automation projects,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,home automation setup,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,home nas setup,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,home networking technology,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,hospital management system design,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,hotwire native components,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,hotwire push notifications,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,hybrid search techniques,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,ide performance issues,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,image content confusion,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
