domain,stage,raw_label_or_group,proposed_canonical,score_or_na,verdict,reason
Software Engineering,no_grouping_found,async dns libraries,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,audio processing tools,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,automated data tools,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,automated testing,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,automation testing frameworks,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,automation with ai,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,aws cloud services,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,aws data aggregation,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,aws firehose integration,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,aws lambda data pipelines,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,aws lambda usage,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,aws local development,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,aws monitoring deployment,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,backend development,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,browser audio control,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,browser automation scripting,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,browser testing risks,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,browser url processing,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,bug impact on development,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,bug report experience,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,build automation tools,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,build speed integration,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,build system improvements,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,cache optimization techniques,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,cache system failures,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,caching strategies,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,change data capture testing,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,change monitoring automation,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,chat application development,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,cli app examples,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,cli design,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,cli output design,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,cli scripting efficiency,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,cli tool development,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,client-server data sync,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,cloud based animal detection,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,cloud community contributions,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,cloud computing evolution,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,cloud cpu performance,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,cloud deployment tutorials,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,cloud file upload errors,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,cloud gpu workflows,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,cloud hosting options,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,cloud ide usability,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,cloud infrastructure adoption,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,cloud instance performance,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Software Engineering,no_grouping_found,cloud instance selection,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
